t,s1_ax,s1_ay,s1_az,s1_gx,s1_gy,s1_gz,s2_ax,s2_ay,s2_az,s2_gx,s2_gy,s2_gz,s3_ax,s3_ay,s3_az,s3_gx,s3_gy,s3_gz,s4_ax,s4_ay,s4_az,s4_gx,s4_gy,s4_gz
0.3846154,-4.7426877,5.37787,6.7178516,0.00203811,0.010174826,0.0023700297,-9.541996,1.9136555,-1.2308211,0.001263274,-0.0034660534,-0.008743458,-9.362763,-2.5605562,-1.3720992,0.00021107464,-0.004127167,0.007832704,5.624001,4.1815734,6.844289,0.011098579,0.00012939512,0.01244772
0.40384614,-4.7465506,5.373418,6.7169504,-0.00051328295,0.01289909,-0.00030828622,-9.508981,1.9334456,-1.2334156,-0.005514976,0.002122402,-0.0075843455,-9.366305,-2.577373,-1.3849543,-0.0034524817,-0.0012902098,0.0024087622,5.610652,4.188335,6.8490305,0.010817796,-0.0012101233,0.018606072
0.42307693,-4.7374034,5.360866,6.7139993,-0.001342937,0.01378936,0.00074843894,-9.534614,1.8977133,-1.2264549,-0.00070578844,0.0041549564,-0.008099326,-9.364024,-2.5590253,-1.38184,-0.00096784934,0.00088064244,0.001306255,5.6083345,4.192849,6.856345,0.0069189244,0.00072451687,0.018127238
0.44230768,-4.748993,5.364316,6.7317853,0.0016032752,0.017781999,-0.0035027803,-9.534103,1.8985391,-1.213861,-0.004201128,-0.0048476816,-0.00089016405,-9.329317,-2.5633743,-1.3601701,-0.0069484296,0.0019853998,0.0015766456,5.6084785,4.214228,6.8534427,0.01079538,-0.0028506224,0.010695015
0.46153846,-4.726628,5.3949327,6.7122803,-0.0005053149,0.012762752,0.0021170815,-9.547714,1.9137584,-1.2550082,-0.0041712187,-0.00035101562,-0.0059823035,-9.361408,-2.583587,-1.3832016,-0.005105722,-0.0033525277,0.0016003244,5.5980034,4.196775,6.871184,0.006293535,0.0014837016,0.012786055
0.48076922,-4.768589,5.37539,6.7230144,-0.0026255485,0.0151011385,-0.0021684717,-9.56241,1.9308248,-1.2296517,-0.0029788655,-0.001730449,-0.010784153,-9.372472,-2.5804102,-1.360093,-0.0037012892,-0.0032884073,0.0017269307,5.618349,4.1982617,6.8669305,0.010395642,0.00111556,0.010338106
0.5,-4.728538,5.3487487,6.706861,-0.0059446637,0.010355425,-0.003434046,-9.535622,1.9220238,-1.2121744,-0.0021692265,0.0015850241,-0.00930825,-9.355802,-2.55265,-1.363897,-0.0060009593,-0.0033846002,0.0035682833,5.6468325,4.197392,6.8683696,0.007795196,-2.4116638e-05,0.012492371
0.5192308,-4.7366586,5.3738103,6.72176,0.0025182695,0.011249677,-0.0034057556,-9.539088,1.9028107,-1.2206066,-0.0052147117,0.0001571582,-0.005917575,-9.381967,-2.5707116,-1.3838555,-0.0012955613,0.0041458164,0.0049067712,5.6349936,4.2166624,6.8496656,0.015934478,-0.0021360535,0.01185842
0.53846157,-4.7333746,5.3774805,6.73199,0.0018654248,0.009739637,0.0011643315,-9.5449095,1.8786877,-1.2164065,-0.0062563457,-0.002142171,-0.0019035403,-9.357985,-2.5917122,-1.3641849,-0.0005488918,-0.0018745372,0.00082233263,5.610225,4.1973696,6.8621902,0.0043402594,0.0024771786,0.0138717145
0.5576923,-4.7175646,5.3554626,6.7222877,-0.002202463,0.01196153,0.00036034407,-9.538234,1.8985606,-1.1841772,-0.0017349606,0.00027648595,-0.0042361123,-9.356283,-2.574411,-1.3597263,-0.0042294376,0.002145411,0.0028946854,5.6176224,4.178252,6.884083,0.0075598606,-0.0013801865,0.009274868
0.5769231,-4.739269,5.3533206,6.7276106,-0.0050280807,0.009686779,0.005061304,-9.532677,1.9091034,-1.2111825,0.0008999238,-0.0044547645,-0.0060444693,-9.355963,-2.5786266,-1.3608998,-0.01217992,0.0020517763,0.001074301,5.610926,4.190604,6.855435,0.014555547,0.008820948,0.015843492
0.59615386,-4.7215066,5.3717937,6.7091684,0.0061754556,0.014876576,-0.0013469085,-9.541428,1.93298,-1.2208471,-0.008632103,0.00070033944,-0.007830843,-9.379423,-2.5687978,-1.4011178,-0.006790309,0.0040738354,0.008418789,5.6161985,4.1976414,6.8466015,0.008948273,0.0016552408,0.0134034045
0.61538464,-4.724923,5.3349795,6.7082424,-0.004125291,0.0059301453,0.005301085,-9.532987,1.9158703,-1.2253841,-0.0013697532,0.00025128768,-0.0029515529,-9.374792,-2.57519,-1.3832566,-0.0026529974,-0.0058813826,0.0033172776,5.6130967,4.185343,6.8510275,0.014003011,0.00202226,0.01741151
0.63461536,-4.7180448,5.3685565,6.699799,-0.0015273908,0.01208132,-0.002046199,-9.567009,1.89459,-1.2537234,-5.280405e-05,-0.0015436902,-0.011106141,-9.3801985,-2.5610003,-1.3670926,-0.0057516955,0.0048478213,0.007656787,5.6181564,4.2038994,6.867233,0.009532994,0.0032050966,0.010343695
0.65384614,-4.723915,5.3760824,6.7100577,0.0070213075,0.008468056,-0.0040608435,-9.53226,1.9096035,-1.2345353,-0.00336597,-0.002527047,-0.007963007,-9.364868,-2.5759306,-1.3774027,0.0017913078,0.0005680054,0.0039553405,5.628214,4.2007337,6.852161,0.00517274,0.00016603335,0.011077278
0.6730769,-4.740649,5.399518,6.709075,0.006410015,0.010418475,-0.0045489557,-9.522484,1.9135971,-1.2028527,-0.002614538,-0.006126818,-0.0009984461,-9.37806,-2.5822875,-1.3779318,-0.0037972855,-0.004782233,0.0023686488,5.6141505,4.174069,6.8268914,0.0070449123,0.0010372609,0.009814382
0.6923077,-4.729895,5.3799086,6.700841,-0.0028284662,0.01251572,0.0044543114,-9.532476,1.9113907,-1.2268084,0.0019870282,-0.0004956602,-0.008853261,-9.3635845,-2.5708976,-1.3708066,-0.0021663615,-0.006500571,0.005303386,5.611119,4.2175694,6.8664303,0.007427693,-0.0014324002,0.015909474
0.71153843,-4.726778,5.376692,6.7224464,0.0034048348,0.015920112,0.006187607,-9.548546,1.8972031,-1.2245387,-0.009086241,-0.0007329092,-0.005507773,-9.353851,-2.5793464,-1.3850495,-0.0047416696,0.0036816597,-0.0012577476,5.620539,4.1846104,6.8615007,0.013575682,0.0029080615,0.010735642
0.7307692,-4.7300744,5.358704,6.701377,0.00041570154,0.009579689,-0.004647414,-9.546587,1.9117069,-1.218583,-0.0037933495,0.0021854409,-0.006859916,-9.36887,-2.5640976,-1.3736184,-0.006873347,-0.00072523643,0.0051437025,5.6258917,4.1848607,6.8645744,0.0150136985,0.0007314296,0.012966556
0.75,-4.7140837,5.354435,6.715397,-0.003526272,0.015299083,0.002038258,-9.546413,1.9098967,-1.2160889,0.0059761214,9.292569e-05,-0.006822628,-9.369754,-2.6022644,-1.3852137,-0.001750111,0.0069601745,-0.005499055,5.6134477,4.180312,6.846251,0.013263854,0.0032326728,0.012600507
0.7692308,-4.722137,5.3635445,6.706081,0.009533169,0.011872222,0.002106915,-9.549115,1.9123797,-1.2357491,-0.0040469537,-0.0020429902,-0.008120499,-9.37264,-2.5525608,-1.3655137,-0.0005534436,-0.008984658,0.0021011569,5.618123,4.2060294,6.846225,0.012362755,-0.0014337837,0.016722245
0.78846157,-4.7444606,5.3704233,6.7102532,-0.0010798817,0.0142006045,-0.004600267,-9.54773,1.9231751,-1.2135731,-0.0042565623,0.0037689882,-0.007864839,-9.363991,-2.5684128,-1.4009088,-0.0045856037,-0.002767646,0.004777206,5.609145,4.2038035,6.8579483,0.012573557,0.0030664587,0.010654157
0.8076923,-4.7420487,5.361478,6.7071676,0.00096230686,0.012081196,0.002856353,-9.532291,1.9018025,-1.2181704,-0.0007958202,0.0006805352,-0.007006034,-9.3637295,-2.56338,-1.3832409,-0.0026968166,-0.003706534,-0.0018592002,5.6280007,4.198743,6.857368,0.006674811,-0.0036408962,0.019720929
0.8269231,-4.7117805,5.363262,6.702727,-0.0039276946,0.0112067275,-0.0029934314,-9.551103,1.9180064,-1.2479417,0.00021937264,-0.002814018,-0.008741814,-9.36227,-2.5881336,-1.3626523,-0.0035901563,-0.0016324013,0.002366602,5.6280026,4.1720505,6.844402,0.007547302,-0.0034007155,0.011621311
0.84615386,-4.7421217,5.3483458,6.711091,-0.0011562518,0.015079715,-0.0063464376,-9.554359,1.9229234,-1.2313489,-0.009964468,0.0027631142,-0.0082669025,-9.367224,-2.5578032,-1.3634312,-0.0010260282,-0.0034238268,-0.0017116317,5.6356454,4.1910305,6.8761153,0.0106250895,0.0024515428,0.008480961
0.86538464,-4.7440104,5.3692565,6.7093997,0.0036641113,0.016036851,0.0036557936,-9.568205,1.9026679,-1.2000349,-0.0033190073,-0.00030997753,-0.00043682044,-9.319723,-2.5520582,-1.3687754,-0.00060836883,0.002641722,0.0021846488,5.605964,4.202831,6.8392825,0.0065321913,0.0019405432,0.014052954
0.88461536,-4.733607,5.3493233,6.7088885,0.0027779904,0.010996941,-0.0016765022,-9.536697,1.8953993,-1.2387912,-0.007486143,0.006299376,-0.0044823713,-9.3731165,-2.5810206,-1.3947864,-0.00403742,0.0013428464,0.0034914273,5.659596,4.196392,6.8368835,0.013916143,-0.003991305,0.0093915295
0.90384614,-4.7313857,5.359249,6.699301,-0.0033650603,0.016294822,-0.0010388502,-9.52665,1.897912,-1.2437932,-0.0006293733,-0.00092286593,-0.004675244,-9.3529215,-2.575626,-1.3729076,-0.0008099117,0.0047881193,0.004207509,5.610557,4.206836,6.86497,0.00730025,0.004077904,0.011583596
0.9230769,-4.721159,5.356615,6.7180686,-0.0064309156,0.011095869,-0.0019485331,-9.545699,1.8935632,-1.2363892,-0.004195041,-0.0019524384,-0.0043432293,-9.3687935,-2.5847533,-1.3695022,-0.005875706,-0.0017258005,0.0028116375,5.6068063,4.1942577,6.846069,0.010271286,0.001738124,0.014108839
0.9423077,-4.733712,5.3547015,6.715158,-0.0025631245,0.012446477,0.0041307234,-9.537844,1.892706,-1.2398505,-0.0004585609,0.00067136704,-0.00013843447,-9.3548975,-2.5690138,-1.390035,-0.003480367,0.002356935,-0.005041413,5.6333027,4.1972384,6.8656893,0.010395583,0.0055770823,0.014363584
0.96153843,-4.7435775,5.3649325,6.7181854,-0.0012107583,0.01073019,-0.00056158524,-9.527428,1.9132481,-1.2257272,-0.0059613828,-0.00573909,-0.007999879,-9.35982,-2.5933444,-1.3729298,-0.007906647,0.0041787527,0.0031313011,5.6233826,4.189186,6.8472643,0.00855607,0.002385757,0.0068752244
0.9807692,-4.739947,5.371076,6.7221828,-0.0054670293,0.008873304,0.002872328,-9.549292,1.914768,-1.2176777,-0.004971596,0.0027245006,-0.0040158383,-9.36789,-2.547064,-1.3713822,-0.0028919866,-0.0072048535,-0.0019520107,5.639133,4.178173,6.8496265,0.017921744,-0.0012749655,0.007938913
1.0,-4.7184234,5.339501,6.732714,0.0041582985,0.014160076,-0.0015639742,-9.538321,1.9402179,-1.227912,0.0002443314,-0.00013443134,-0.009181186,-9.3590355,-2.5716443,-1.3594705,-0.005923895,-0.0017122924,0.0011152751,5.622939,4.199533,6.8536825,0.0057699126,0.0015007165,0.0130809555
1.0192307,-4.7431455,5.3864503,6.6991434,0.0023874922,0.0056018597,0.0032443982,-9.5452,1.8862517,-1.2206638,-0.006862809,0.0025023667,-0.004364248,-9.367681,-2.583338,-1.3759714,-0.0043018674,-0.0013612031,0.0026277504,5.624529,4.193683,6.8712797,0.008156129,-0.0022234297,0.013944134
1.0384616,-4.7317953,5.3752236,6.6996026,-0.0035545132,0.007876821,0.006525255,-9.536702,1.9123042,-1.2439295,0.004427838,0.0021582276,-0.008997012,-9.374953,-2.573063,-1.3720012,-0.0070412424,-0.0007643006,0.0016419286,5.627135,4.189245,6.863239,0.013781131,0.0026317278,0.013197616
1.0576923,-4.757824,5.3552475,6.7258854,0.0053334157,0.005692124,0.0019440458,-9.548197,1.904453,-1.2169842,-0.000119793614,-0.00050162885,-0.009192608,-9.347673,-2.5674038,-1.388772,0.001003814,-0.0055579105,-0.0015358748,5.606675,4.1895237,6.843368,0.011402093,0.0029838914,0.010833036
1.0769231,-4.7282996,5.362084,6.705093,-0.0022703754,0.013257489,-0.0015766267,-9.542606,1.9096019,-1.2437634,-0.0016018144,0.0015639252,-0.008063208,-9.361593,-2.5802696,-1.3820924,-0.0042039715,-0.0016515236,0.0033331749,5.63417,4.1932883,6.866966,0.013315257,0.0032897424,0.019637566
1.0961539,-4.715259,5.3768215,6.7374396,0.0060365424,0.018034454,-0.00032324617,-9.541251,1.899501,-1.2279431,-0.0019761361,0.0007186568,-0.0072336136,-9.362161,-2.5867956,-1.3705435,-0.004159628,-0.0035924814,0.0027379948,5.6097183,4.2043347,6.8485284,0.008973565,-0.0008635668,0.009379616
1.1153846,-4.72814,5.353593,6.718485,0.0036442773,0.012321054,-0.0015474453,-9.519327,1.8951287,-1.244855,0.0027309817,-0.008550069,-0.0035625151,-9.382549,-2.5577366,-1.373188,-0.004024195,-0.00092436274,0.0042860103,5.6402674,4.2117667,6.8531194,0.008440676,4.650206e-05,0.0061103655
1.1346154,-4.7295475,5.3597536,6.701556,0.0033093349,0.016668538,0.003591945,-9.545694,1.8968611,-1.2170731,0.001579471,0.0003356098,-0.009747757,-9.357822,-2.5697083,-1.3808167,-0.005523125,-0.0014973526,0.009590011,5.604436,4.187892,6.859619,0.014265141,-0.0043184166,0.0077927005
1.1538461,-4.733257,5.3789625,6.704242,-0.004296471,0.007931435,0.0027894257,-9.541355,1.9110624,-1.2300081,-0.0046561495,-0.005097321,0.0020296702,-9.361488,-2.5516644,-1.3685943,-0.00480009,0.00032300502,0.0069777486,5.6222043,4.1904006,6.8616233,0.006914162,-0.0012413668,0.011041155
1.1730769,-4.7302575,5.3739643,6.6906385,0.0006585821,0.007494608,0.0021193398,-9.547086,1.905116,-1.2276945,-0.0051585687,0.0030930946,-0.007827298,-9.359042,-2.5668619,-1.3719536,-0.008094208,-0.0027185353,0.0003320742,5.6377234,4.1882696,6.866897,0.009171615,0.0015400697,0.012547844
1.1923077,-4.730078,5.3475933,6.704179,0.0012938408,0.00946495,-0.00024163525,-9.555688,1.9117575,-1.20574,-0.000210685,-0.0026739337,-0.001672787,-9.360365,-2.564545,-1.3674358,-0.01358042,0.0018978954,0.0034094818,5.630339,4.2048726,6.874438,0.01159885,-0.0026410026,0.009893415
1.2115384,-4.7283545,5.3630867,6.6941233,-0.0016052258,0.020944133,0.0086444365,-9.527446,1.9170703,-1.2243191,-0.003849703,-0.0018159484,-0.0076670735,-9.381466,-2.5658875,-1.3664224,-0.007282397,-0.00211927,0.0065103066,5.6268373,4.190458,6.8424754,0.010535409,0.003223004,0.012887841
1.2307693,-4.742651,5.35516,6.683055,0.0009342632,0.013507921,-0.0020132025,-9.543362,1.9081019,-1.213889,-0.0045783166,-0.0024374328,-0.0151341865,-9.351731,-2.552874,-1.3659598,-0.0029001408,0.00083783513,0.0007919678,5.6364346,4.1894064,6.861621,0.017668355,0.002311699,0.0031391855
1.25,-4.728265,5.3332653,6.7048144,0.0015627408,0.011852521,-0.0036866681,-9.5631695,1.8960152,-1.2422248,-0.0036196837,0.00015004766,-0.002919112,-9.357953,-2.5686677,-1.3619397,0.0030625637,-0.0033807547,0.00012816393,5.6163483,4.1795864,6.8484335,0.00751521,0.003915378,0.013143043
1.2692307,-4.739596,5.3829684,6.700763,0.0011886933,0.008030237,0.0031331382,-9.545704,1.9005511,-1.2254529,-0.0074229194,-0.0056925896,-0.0027939444,-9.371656,-2.5906866,-1.368378,-0.008606539,0.004116322,0.00012967337,5.636538,4.1834188,6.8537035,0.017893754,0.004390252,0.017454349
1.2884616,-4.7258787,5.3845553,6.690129,-0.0012434114,0.009408361,0.0036965036,-9.522427,1.8960459,-1.2213873,-0.004238743,0.008447519,-0.01060473,-9.358959,-2.5490346,-1.3916829,-0.012472807,-0.004098603,-0.0011049716,5.609607,4.1789694,6.8578577,0.0061799623,-0.0060181683,0.014977911
1.3076923,-4.727778,5.3541183,6.7102475,-0.0014239709,0.010512459,-0.00054422923,-9.549688,1.9166667,-1.2254397,-0.00042634914,-0.0003248824,-0.0069044167,-9.328,-2.5875428,-1.3718599,-0.009143801,-0.0029626554,-0.00071099825,5.6267,4.213758,6.852157,0.012739065,0.006523202,0.0105720805
1.3269231,-4.7218127,5.3658648,6.710614,0.00024901028,0.015200755,0.0020007973,-9.5651,1.8781555,-1.2041848,-0.005024459,-0.0021820953,-0.007672714,-9.346757,-2.5831978,-1.3901889,-0.0017958056,-0.0027397787,0.0032031683,5.6020174,4.211679,6.884563,0.007490731,0.0070235166,0.009644499
1.3461539,-4.7286534,5.384581,6.7052817,0.003197879,0.01199352,0.002857679,-9.56146,1.9278685,-1.2413528,-0.004670653,0.003305896,-0.0006880852,-9.364191,-2.572479,-1.3721392,-0.00056226045,-0.00016171507,0.0034105335,5.6132207,4.1752853,6.8820214,0.012658082,0.002849286,0.013129937
1.3653846,-4.7241864,5.345088,6.704291,-0.0013300269,0.0027849274,0.0007184986,-9.549334,1.9017748,-1.2138127,0.0011741576,-0.0016989151,-0.009693584,-9.382039,-2.5828793,-1.3658555,-0.005078367,-0.0044998885,-0.00097416533,5.6093326,4.2057066,6.847982,0.011352641,-0.0027134335,0.01038542
1.3846154,-4.740783,5.36366,6.69875,-0.002391064,0.0046842783,0.0023003558,-9.545484,1.8987403,-1.2185125,-0.0008210395,-0.0031381492,-0.009417356,-9.379004,-2.5517542,-1.375094,-0.0016362442,-0.0011373156,0.0059226393,5.630168,4.171135,6.869785,0.009534053,-0.00023813154,0.010515511
1.4038461,-4.735417,5.383644,6.698857,-0.0024495702,0.006281052,-0.002442546,-9.556093,1.9216211,-1.2535092,-0.0052025905,0.0056139464,-0.0073354924,-9.353848,-2.5669866,-1.3679513,-0.0016087914,-0.0036049706,0.0031451702,5.6099367,4.1834493,6.8409233,0.005714611,0.009796283,0.008534576
1.4230769,-4.732865,5.3638163,6.7031474,0.0034081892,0.010307054,0.0033816725,-9.545217,1.9123658,-1.1974354,0.0024237668,-0.0012111224,-0.004169973,-9.373033,-2.575081,-1.3765091,-0.0025340957,0.0005665971,-0.001739304,5.619971,4.18506,6.871459,0.010808706,-0.0047766073,0.01148288
1.4423077,-4.731894,5.391015,6.712635,0.006149552,0.011936744,-0.0032165123,-9.5399885,1.8926712,-1.2151496,-0.0010132525,-0.0030192705,-0.0041094203,-9.356676,-2.575641,-1.381621,-0.003410525,0.0033764564,-0.0034969058,5.611396,4.169539,6.8413134,0.015303243,-0.0005269277,0.011952378
1.4615384,-4.7128134,5.363214,6.71027,0.0011628314,0.00969327,-0.005970827,-9.560798,1.884214,-1.2317117,0.0026916482,-0.0011002118,-0.009535567,-9.365607,-2.591446,-1.3754463,0.0016669758,0.003552238,0.0057671126,5.635714,4.1909766,6.8824043,0.007297098,-0.0015150849,0.014673157
1.4807693,-4.736174,5.3687234,6.7406225,0.0016503928,0.010738667,0.00015672756,-9.553362,1.9028662,-1.2188876,0.00036745737,-0.0030340864,-0.0059292605,-9.355278,-2.5778897,-1.378424,0.0007759777,0.0025988922,0.0019301038,5.6320467,4.187686,6.860854,0.011412453,-0.0024081194,0.013477057
1.5,-4.7220683,5.370489,6.7018046,-0.00057981885,0.017802576,0.0028128533,-9.517067,1.8910004,-1.2232863,-0.008564933,0.0033024775,-0.00856187,-9.362812,-2.5742102,-1.3862419,-0.0018538339,-0.0077736247,0.0009274673,5.6298895,4.1780214,6.8541555,0.0063900417,-0.003932526,0.012253362
1.5192307,-4.7455096,5.3717136,6.703268,-0.0013593348,0.0113000525,-0.003961877,-9.523527,1.8894551,-1.2194659,-0.001873159,-7.3251125e-05,-0.0022403554,-9.365293,-2.5725873,-1.3974861,-0.0033674673,0.00011555538,0.0036801451,5.5987215,4.1726866,6.887615,0.009601296,0.0007083092,0.0070919
1.5384616,-4.7254033,5.3671246,6.7152486,0.0018967992,0.010865921,-0.0015056999,-9.561399,1.9039208,-1.2214715,0.00253153,0.0013711276,-0.0064159897,-9.378233,-2.5591784,-1.3754867,-0.0040721423,0.0035922308,0.0017773062,5.6287937,4.1796513,6.8424644,0.0066625183,-0.0017986447,0.010875352
1.5576923,-4.7360296,5.3841357,6.7305617,-0.011397967,0.010291172,-0.0001287756,-9.540749,1.8952513,-1.2373056,-0.005626835,0.0022436068,-0.0052820914,-9.364288,-2.5745862,-1.3795191,-0.0011884939,-0.00090805994,0.0058171484,5.6128416,4.185304,6.8700895,0.011487063,0.0019600778,0.010065953
1.5769231,-4.7259755,5.3774605,6.698422,-2.8960152e-05,0.01389727,-0.0023281998,-9.513574,1.8903961,-1.2077686,-0.004178114,-0.00026151576,-0.0019076396,-9.377605,-2.5930543,-1.3698491,0.0006120938,-0.004153074,0.00083577255,5.6169853,4.1919723,6.880413,0.009743389,0.01053342,0.009891276
1.5961539,-4.7236156,5.381311,6.7038374,0.002400818,0.007249651,0.0030759803,-9.543145,1.8979964,-1.2189322,-0.0055122073,-0.005609629,-0.0098512415,-9.371552,-2.5850856,-1.3888879,0.0018428486,0.00210107,-0.00063912506,5.6246934,4.2079735,6.840727,0.011427911,0.0032078694,0.010296262
